Sample_Name,Date,Wet_Sediment_Mass_g,Wet_Sediment_Mass_Added_Water_g,Dry_Sediment_Mass_g,Added_Water_Mass_g,Total_Water_Mass_g,Moisture
EC_081_INC-D3,4/28/2023,19.61,-9999,14.87,0,4.74,31.87626093
EC_081_INC-D3,5/2/2023,19.02,-9999,14.87,0,4.15,27.90854069
EC_081_INC-D3,5/5/2023,18.81,-9999,14.87,0,3.94,26.49630128
EC_081_INC-D3,5/9/2023,18.49,-9999,14.87,0,3.62,24.34431742
EC_081_INC-D3,5/12/2023,18.18,-9999,14.87,0,3.31,22.25958305
EC_081_INC-D3,5/16/2023,17.87,-9999,14.87,0,3,20.17484869
EC_082_INC-D3,4/27/2023,19.99,-9999,15.17,0,4.82,31.77323665
EC_082_INC-D3,4/28/2023,19.78,-9999,15.17,0,4.61,30.38892551
EC_082_INC-D3,5/2/2023,19.32,-9999,15.17,0,4.15,27.35662492
EC_082_INC-D3,5/5/2023,19.13,-9999,15.17,0,3.96,26.10415293
EC_082_INC-D3,5/9/2023,18.84,-9999,15.17,0,3.67,24.19248517
EC_082_INC-D3,5/12/2023,18.59,-9999,15.17,0,3.42,22.54449572
EC_082_INC-D3,5/16/2023,18.33,-9999,15.17,0,3.16,20.83058668
EC_084_INC-D3,3/16/2023,20,-9999,14.2,0,5.8,40.84507042
EC_084_INC-D3,3/17/2023,19.79,-9999,14.2,0,5.59,39.36619718
EC_084_INC-D3,3/21/2023,19.26,-9999,14.2,0,5.06,35.63380282
EC_084_INC-D3,3/24/2023,18.86,-9999,14.2,0,4.66,32.81690141
EC_084_INC-D3,3/28/2023,18.47,-9999,14.2,0,4.27,30.07042254
EC_084_INC-D3,3/31/2023,18.19,-9999,14.2,0,3.99,28.09859155
EC_084_INC-D3,4/4/2023,17.65,-9999,14.2,0,3.45,24.29577465
EC_085_INC-D3,3/16/2023,19.97,-9999,14.91,0,5.06,33.93695506
EC_085_INC-D3,3/17/2023,19.75,-9999,14.91,0,4.84,32.46143528
EC_085_INC-D3,3/21/2023,19.04,-9999,14.91,0,4.13,27.69953052
EC_085_INC-D3,3/24/2023,18.57,-9999,14.91,0,3.66,24.5472837
EC_085_INC-D3,3/28/2023,18.04,-9999,14.91,0,3.13,20.9926224
EC_085_INC-D3,3/31/2023,17.71,-9999,14.91,0,2.8,18.77934272
EC_085_INC-D3,4/4/2023,17.07,-9999,14.91,0,2.16,14.48692153
EC_088_INC-D3,4/13/2023,20.01,-9999,13.75,0,6.26,45.52727273
EC_088_INC-D3,4/14/2023,19.69,-9999,13.75,0,5.94,43.2
EC_088_INC-D3,4/18/2023,18.86,-9999,13.75,0,5.11,37.16363636
EC_088_INC-D3,4/21/2023,18.5,-9999,13.75,0,4.75,34.54545455
EC_088_INC-D3,4/25/2023,17.97,-9999,13.75,0,4.22,30.69090909
EC_088_INC-D3,4/28/2023,17.69,-9999,13.75,0,3.94,28.65454545
EC_088_INC-D3,5/2/2023,17.27,-9999,13.75,0,3.52,25.6
EC_089_INC-D3,5/4/2023,19.99,-9999,15.48,0,4.51,29.13436693
EC_089_INC-D3,5/5/2023,19.9,-9999,15.48,0,4.42,28.55297158
EC_089_INC-D3,5/9/2023,19.56,-9999,15.48,0,4.08,26.35658915
EC_089_INC-D3,5/12/2023,19.24,-9999,15.48,0,3.76,24.28940568
EC_089_INC-D3,5/16/2023,18.91,-9999,15.48,0,3.43,22.15762274
EC_089_INC-D3,5/19/2023,18.72,-9999,15.48,0,3.24,20.93023256
EC_089_INC-D3,5/23/2023,18.35,-9999,15.48,0,2.87,18.54005168
EC_090_INC-D3,5/18/2023,20,-9999,16.95,0,3.05,17.99410029
EC_090_INC-D3,5/19/2023,19.88,-9999,16.95,0,2.93,17.28613569
EC_090_INC-D3,5/23/2023,19.53,-9999,16.95,0,2.58,15.22123894
EC_090_INC-D3,5/27/2023,19.15,-9999,16.95,0,2.2,12.97935103
EC_090_INC-D3,5/30/2023,18.85,-9999,16.95,0,1.9,11.20943953
EC_090_INC-D3,6/2/2023,18.55,-9999,16.95,0,1.6,9.439528024
EC_090_INC-D3,6/6/2023,18.12,-9999,16.95,0,1.17,6.902654867
EC_091_INC-D3,5/25/2023,19.98,-9999,15.09,0,4.89,32.4055666
EC_091_INC-D3,5/27/2023,19.6,-9999,15.09,0,4.51,29.88734261
EC_091_INC-D3,5/30/2023,18.96,-9999,15.09,0,3.87,25.64612326
EC_091_INC-D3,6/2/2023,18.43,-9999,15.09,0,3.34,22.13386349
EC_091_INC-D3,6/6/2023,17.99,-9999,15.09,0,2.9,19.21802518
EC_091_INC-D3,6/9/2023,17.68,-9999,15.09,0,2.59,17.16368456
EC_091_INC-D3,6/13/2023,17.34,-9999,15.09,0,2.25,14.91053678
EC_092_INC-D3,5/25/2023,20.06,-9999,16.74,0,3.32,19.83273596
EC_092_INC-D3,5/27/2023,19.82,-9999,16.74,0,3.08,18.39904421
EC_092_INC-D3,5/30/2023,19.52,-9999,16.74,0,2.78,16.60692951
EC_092_INC-D3,6/2/2023,19.13,-9999,16.74,0,2.39,14.27718041
EC_092_INC-D3,6/6/2023,18.75,-9999,16.74,0,2.01,12.00716846
EC_092_INC-D3,6/9/2023,18.39,-9999,16.74,0,1.65,9.856630824
EC_092_INC-D3,6/13/2023,18.04,-9999,16.74,0,1.3,7.765830346
EC_093_INC-D3,5/11/2023,19.99,-9999,16.33,0,3.66,22.41273729
EC_093_INC-D3,5/12/2023,19.86,-9999,16.33,0,3.53,21.61665646
EC_093_INC-D3,5/16/2023,19.54,-9999,16.33,0,3.21,19.65707287
EC_093_INC-D3,5/19/2023,19.35,-9999,16.33,0,3.02,18.49357012
EC_093_INC-D3,5/23/2023,18.99,-9999,16.33,0,2.66,16.28903858
EC_093_INC-D3,5/27/2023,18.61,-9999,16.33,0,2.28,13.96203307
EC_093_INC-D3,5/30/2023,18.36,-9999,16.33,0,2.03,12.43110839
EC_094_INC-D3,5/11/2023,20.02,-9999,15.57,0,4.45,28.58060373
EC_094_INC-D3,5/12/2023,19.81,-9999,15.57,0,4.24,27.23185613
EC_094_INC-D3,5/16/2023,19.19,-9999,15.57,0,3.62,23.24983943
EC_094_INC-D3,5/19/2023,18.86,-9999,15.57,0,3.29,21.13037893
EC_094_INC-D3,5/23/2023,18.36,-9999,15.57,0,2.79,17.91907514
EC_094_INC-D3,5/27/2023,17.77,-9999,15.57,0,2.2,14.12973667
EC_094_INC-D3,5/30/2023,17.43,-9999,15.57,0,1.86,11.9460501
EC_095_INC-D3,6/15/2023,20,-9999,12.43,0,7.57,60.90104586
EC_095_INC-D3,6/16/2023,19.72,-9999,12.43,0,7.29,58.64843121
EC_095_INC-D3,6/21/2023,18.55,-9999,12.43,0,6.12,49.23572003
EC_095_INC-D3,6/23/2023,18.03,-9999,12.43,0,5.6,45.05229284
EC_095_INC-D3,6/27/2023,16.83,-9999,12.43,0,4.4,35.39823009
EC_095_INC-D3,6/30/2023,16.33,-9999,12.43,0,3.9,31.37570394
EC_095_INC-D3,7/3/2023,15.69,-9999,12.43,0,3.26,26.22687047
EC_005_INC-D4,11/10/2022,19.93,-9999,15.63,0,4.3,27.51119642
EC_005_INC-D4,11/11/2022,19.76,-9999,15.63,0,4.13,26.42354447
EC_005_INC-D4,11/15/2022,19.24,-9999,15.63,0,3.61,23.09660909
EC_005_INC-D4,11/18/2022,18.9,-9999,15.63,0,3.27,20.92130518
EC_005_INC-D4,11/23/2022,18.24,-9999,15.63,0,2.61,16.69865643
EC_005_INC-D4,11/29/2022,17.49,-9999,15.63,0,1.86,11.90019194
EC_009_INC-D4,4/20/2023,19.97,-9999,14.63,0,5.34,36.50034176
EC_009_INC-D4,4/21/2023,19.82,-9999,14.63,0,5.19,35.47505126
EC_009_INC-D4,4/25/2023,19.31,-9999,14.63,0,4.68,31.98906357
EC_009_INC-D4,4/28/2023,19.02,-9999,14.63,0,4.39,30.00683527
EC_009_INC-D4,5/2/2023,18.61,-9999,14.63,0,3.98,27.20437457
EC_009_INC-D4,5/5/2023,18.39,-9999,14.63,0,3.76,25.70061517
EC_009_INC-D4,5/9/2023,18.02,-9999,14.63,0,3.39,23.17156528
EC_011_INC-D4,8/25/2022,20.21,-9999,13.09,0,7.12,54.39266616
EC_011_INC-D4,8/31/2022,19.31,-9999,13.09,0,6.22,47.51718869
EC_011_INC-D4,9/2/2022,18.9,-9999,13.09,0,5.81,44.38502674
EC_011_INC-D4,9/6/2022,17.75,-9999,13.09,0,4.66,35.59969442
EC_011_INC-D4,9/9/2022,16.67,-9999,13.09,0,3.58,27.34912147
EC_011_INC-D4,9/13/2022,15.28,-9999,13.09,0,2.19,16.7303285
EC_012_INC-D4,8/25/2022,20.25,-9999,11.29,0,8.96,79.36226749
EC_012_INC-D4,8/31/2022,18.84,-9999,11.29,0,7.55,66.87333924
EC_012_INC-D4,9/2/2022,18.36,-9999,11.29,0,7.07,62.62178919
EC_012_INC-D4,9/6/2022,17.09,-9999,11.29,0,5.8,51.37289637
EC_012_INC-D4,9/9/2022,16.15,-9999,11.29,0,4.86,43.0469442
EC_012_INC-D4,9/13/2022,15.75,-9999,11.29,0,4.46,39.50398583
EC_013_INC-D4,7/14/2022,20.01,-9999,9.93,0,10.08,101.510574
EC_013_INC-D4,7/19/2022,19.63,-9999,9.93,0,9.7,97.68378651
EC_013_INC-D4,7/22/2022,19.4,-9999,9.93,0,9.47,95.36757301
EC_013_INC-D4,7/26/2022,19.1,-9999,9.93,0,9.17,92.34642497
EC_013_INC-D4,7/29/2022,18.9,-9999,9.93,0,8.97,90.33232628
EC_013_INC-D4,8/2/2022,18.55,-9999,9.93,0,8.62,86.80765358
EC_014_INC-D4,6/16/2022,20.03,-9999,12.43,0,7.6,61.14239743
EC_014_INC-D4,6/17/2022,19.91,-9999,12.43,0,7.48,60.17699115
EC_014_INC-D4,6/21/2022,19.51,-9999,12.43,0,7.08,56.95897023
EC_014_INC-D4,6/24/2022,19.22,-9999,12.43,0,6.79,54.62590507
EC_014_INC-D4,6/28/2022,18.86,-9999,12.43,0,6.43,51.72968624
EC_014_INC-D4,7/1/2022,18.79,-9999,12.43,0,6.36,51.16653258
EC_017_INC-D4,11/17/2022,19.92,-9999,15.88,0,4.04,25.44080605
EC_017_INC-D4,11/18/2022,19.77,-9999,15.88,0,3.89,24.49622166
EC_017_INC-D4,11/23/2022,19.23,-9999,15.88,0,3.35,21.09571788
EC_017_INC-D4,11/29/2022,18.54,-9999,15.88,0,2.66,16.75062972
EC_017_INC-D4,12/2/2022,18.17,-9999,15.88,0,2.29,14.42065491
EC_017_INC-D4,12/6/2022,17.73,-9999,15.88,0,1.85,11.64987406
EC_018_INC-D4,6/16/2022,19.99,-9999,13.37,0,6.62,49.51383695
EC_018_INC-D4,6/17/2022,19.92,-9999,13.37,0,6.55,48.99027674
EC_018_INC-D4,6/21/2022,19.57,-9999,13.37,0,6.2,46.37247569
EC_018_INC-D4,6/24/2022,19.31,-9999,13.37,0,5.94,44.42782349
EC_018_INC-D4,6/28/2022,19,-9999,13.37,0,5.63,42.1091997
EC_018_INC-D4,7/1/2022,19.04,-9999,13.37,0,5.67,42.40837696
EC_021_INC-D4,9/8/2022,19.66,-9999,15.6,0,4.06,26.02564103
EC_021_INC-D4,9/9/2022,19.23,-9999,15.6,0,3.63,23.26923077
EC_021_INC-D4,9/13/2022,18.82,-9999,15.6,0,3.22,20.64102564
EC_021_INC-D4,9/16/2022,18.54,-9999,15.6,0,2.94,18.84615385
EC_021_INC-D4,9/20/2022,18.08,-9999,15.6,0,2.48,15.8974359
EC_021_INC-D4,9/23/2022,17.74,-9999,15.6,0,2.14,13.71794872
EC_022_INC-D4,9/15/2022,20.08,-9999,15.7,0,4.38,27.89808917
EC_022_INC-D4,9/16/2022,19.98,-9999,15.7,0,4.28,27.2611465
EC_022_INC-D4,9/20/2022,19.57,-9999,15.7,0,3.87,24.64968153
EC_022_INC-D4,9/23/2022,19.23,-9999,15.7,0,3.53,22.48407643
EC_022_INC-D4,9/30/2022,18.51,-9999,15.7,0,2.81,17.89808917
EC_022_INC-D4,10/4/2022,18.12,-9999,15.7,0,2.42,15.41401274
EC_024_INC-D4,8/2/2022,19.97,-9999,17.12,0,2.85,16.64719626
EC_024_INC-D4,8/5/2022,19.83,-9999,17.12,0,2.71,15.82943925
EC_024_INC-D4,8/9/2022,19.45,-9999,17.12,0,2.33,13.60981308
EC_024_INC-D4,8/12/2022,19.21,-9999,17.12,0,2.09,12.20794393
EC_024_INC-D4,8/16/2022,18.85,-9999,17.12,0,1.73,10.10514019
EC_024_INC-D4,8/19/2022,18.61,-9999,17.12,0,1.49,8.703271028
EC_027_INC-D4,7/14/2022,19.99,-9999,10.01,0,9.98,99.7002997
EC_027_INC-D4,7/19/2022,18.56,-9999,10.01,0,8.55,85.41458541
EC_027_INC-D4,7/22/2022,17.99,-9999,10.01,0,7.98,79.72027972
EC_027_INC-D4,7/26/2022,17.58,-9999,10.01,0,7.57,75.62437562
EC_027_INC-D4,7/29/2022,17.39,-9999,10.01,0,7.38,73.72627373
EC_027_INC-D4,8/2/2022,17.13,-9999,10.01,0,7.12,71.12887113
EC_032_INC-D4,10/6/2022,20.09,-9999,9.84,0,10.25,104.1666667
EC_032_INC-D4,10/10/2022,19.37,-9999,9.84,0,9.53,96.8495935
EC_032_INC-D4,10/14/2022,18.55,-9999,9.84,0,8.71,88.51626016
EC_032_INC-D4,10/21/2022,17.26,-9999,9.84,0,7.42,75.40650407
EC_032_INC-D4,10/25/2022,17.19,-9999,9.84,0,7.35,74.69512195
EC_033_INC-D4,9/8/2022,20.04,-9999,15.97,0,4.07,25.48528491
EC_033_INC-D4,9/9/2022,19.65,-9999,15.97,0,3.68,23.04320601
EC_033_INC-D4,9/13/2022,19.3,-9999,15.97,0,3.33,20.85159674
EC_033_INC-D4,9/16/2022,19.03,-9999,15.97,0,3.06,19.16092674
EC_033_INC-D4,9/20/2022,18.6,-9999,15.97,0,2.63,16.46837821
EC_033_INC-D4,9/23/2022,18.28,-9999,15.97,0,2.31,14.46462116
EC_034_INC-D4,9/1/2022,19.9,-9999,14.69,0,5.21,35.46630361
EC_034_INC-D4,9/2/2022,19.74,-9999,14.69,0,5.05,34.3771273
EC_034_INC-D4,9/6/2022,19.34,-9999,14.69,0,4.65,31.65418652
EC_034_INC-D4,9/9/2022,18.96,-9999,14.69,0,4.27,29.06739278
EC_034_INC-D4,9/13/2022,18.46,-9999,14.69,0,3.77,25.66371681
EC_034_INC-D4,9/16/2022,18.13,-9999,14.69,0,3.44,23.41729067
EC_034_INC-D4,9/20/2022,17.55,-9999,14.69,0,2.86,19.46902655
EC_035_INC-D4,10/20/2022,20.02,-9999,7.6,0,12.42,163.4210526
EC_035_INC-D4,10/21/2022,19.88,-9999,7.6,0,12.28,161.5789474
EC_035_INC-D4,10/25/2022,19.3,-9999,7.6,0,11.7,153.9473684
EC_035_INC-D4,10/31/2022,18.28,-9999,7.6,0,10.68,140.5263158
EC_035_INC-D4,11/4/2022,17.79,-9999,7.6,0,10.19,134.0789474
EC_035_INC-D4,11/8/2022,17.29,-9999,7.6,0,9.69,127.5
EC_037_INC-D4,11/3/2022,20.11,-9999,17.37,0,2.74,15.77432355
EC_037_INC-D4,11/4/2022,19.94,-9999,17.37,0,2.57,14.79562464
EC_037_INC-D4,11/8/2022,19.57,-9999,17.37,0,2.2,12.66551526
EC_037_INC-D4,11/11/2022,19.23,-9999,17.37,0,1.86,10.70811744
EC_037_INC-D4,11/15/2022,18.72,-9999,17.37,0,1.35,7.772020725
EC_037_INC-D4,11/18/2022,18.4,-9999,17.37,0,1.03,5.929763961
EC_038_INC-D4,11/3/2022,20.22,-9999,16.4,0,3.82,23.29268293
EC_038_INC-D4,11/4/2022,20.04,-9999,16.4,0,3.64,22.19512195
EC_038_INC-D4,11/8/2022,19.61,-9999,16.4,0,3.21,19.57317073
EC_038_INC-D4,11/11/2022,19.31,-9999,16.4,0,2.91,17.74390244
EC_038_INC-D4,11/15/2022,18.68,-9999,16.4,0,2.28,13.90243902
EC_038_INC-D4,11/18/2022,18.34,-9999,16.4,0,1.94,11.82926829
EC_039_INC-D4,10/27/2022,20.93,-9999,16.14,0,4.79,29.67781908
EC_039_INC-D4,10/31/2022,20.54,-9999,16.14,0,4.4,27.26146221
EC_039_INC-D4,11/4/2022,20.1,-9999,16.14,0,3.96,24.53531599
EC_039_INC-D4,11/8/2022,19.63,-9999,16.14,0,3.49,21.62329616
EC_039_INC-D4,11/11/2022,19.25,-9999,16.14,0,3.11,19.26889715
EC_039_INC-D4,11/15/2022,18.74,-9999,16.14,0,2.6,16.10904585
EC_040_INC-D4,10/20/2022,20.36,-9999,13.93,0,6.43,46.15936827
EC_040_INC-D4,10/21/2022,19.98,-9999,13.93,0,6.05,43.43144293
EC_040_INC-D4,10/25/2022,19.06,-9999,13.93,0,5.13,36.8269921
EC_040_INC-D4,10/31/2022,17.59,-9999,13.93,0,3.66,26.27422828
EC_040_INC-D4,11/4/2022,17,-9999,13.93,0,3.07,22.03876525
EC_040_INC-D4,11/8/2022,16.5,-9999,13.93,0,2.57,18.44938981
EC_041_INC-D4,10/13/2022,19.97,-9999,13.72,0,6.25,45.55393586
EC_041_INC-D4,10/14/2022,19.82,-9999,13.72,0,6.1,44.4606414
EC_041_INC-D4,10/21/2022,18.66,-9999,13.72,0,4.94,36.0058309
EC_041_INC-D4,10/25/2022,18.14,-9999,13.72,0,4.42,32.21574344
EC_041_INC-D4,10/31/2022,17.13,-9999,13.72,0,3.41,24.85422741
EC_042_INC-D4,10/13/2022,19.96,-9999,14.52,0,5.44,37.46556474
EC_042_INC-D4,10/14/2022,19.85,-9999,14.52,0,5.33,36.70798898
EC_042_INC-D4,10/21/2022,19.04,-9999,14.52,0,4.52,31.12947658
EC_042_INC-D4,10/25/2022,18.8,-9999,14.52,0,4.28,29.47658402
EC_042_INC-D4,10/31/2022,18.04,-9999,14.52,0,3.52,24.24242424
EC_044_INC-D4,12/8/2022,20.08,-9999,16.53,0,3.55,21.47610405
EC_044_INC-D4,12/13/2022,19.41,-9999,16.53,0,2.88,17.42286751
EC_044_INC-D4,12/16/2022,19.07,-9999,16.53,0,2.54,15.36600121
EC_044_INC-D4,12/20/2022,18.52,-9999,16.53,0,1.99,12.03871748
EC_044_INC-D4,12/22/2022,18.14,-9999,16.53,0,1.61,9.739866909
EC_044_INC-D4,12/27/2022,17.72,-9999,16.53,0,1.19,7.199032063
EC_051_INC-D4,1/26/2023,20.06,-9999,14.75,0,5.31,36
EC_051_INC-D4,1/27/2023,19.86,-9999,14.75,0,5.11,34.6440678
EC_051_INC-D4,1/31/2023,19.16,-9999,14.75,0,4.41,29.89830508
EC_051_INC-D4,2/3/2023,18.81,-9999,14.75,0,4.06,27.52542373
EC_051_INC-D4,2/7/2023,18.41,-9999,14.75,0,3.66,24.81355932
EC_051_INC-D4,2/10/2023,18.05,-9999,14.75,0,3.3,22.37288136
EC_052_INC-D4,3/23/2023,20.01,-9999,12.31,0,7.7,62.55077173
EC_052_INC-D4,3/24/2023,19.78,-9999,12.31,0,7.47,60.68237206
EC_052_INC-D4,3/28/2023,18.77,-9999,12.31,0,6.46,52.47766044
EC_052_INC-D4,3/31/2023,18.36,-9999,12.31,0,6.05,49.14703493
EC_052_INC-D4,4/4/2023,17.86,-9999,12.31,0,5.55,45.08529651
EC_052_INC-D4,4/7/2023,17.58,-9999,12.31,0,5.27,42.81072299
EC_052_INC-D4,4/11/2023,17.11,-9999,12.31,0,4.8,38.99268887
EC_053_INC-D4,5/18/2023,20.06,-9999,13.86,0,6.2,44.73304473
EC_053_INC-D4,5/19/2023,19.99,-9999,13.86,0,6.13,44.22799423
EC_053_INC-D4,5/23/2023,19.54,-9999,13.86,0,5.68,40.98124098
EC_053_INC-D4,5/27/2023,19.07,-9999,13.86,0,5.21,37.59018759
EC_053_INC-D4,5/30/2023,18.74,-9999,13.86,0,4.88,35.20923521
EC_053_INC-D4,6/2/2023,18.38,-9999,13.86,0,4.52,32.61183261
EC_053_INC-D4,6/6/2023,17.91,-9999,13.86,0,4.05,29.22077922
EC_056_INC-D4,12/8/2022,19.98,-9999,17.09,0,2.89,16.91047396
EC_056_INC-D4,12/13/2022,19.36,-9999,17.09,0,2.27,13.28262142
EC_056_INC-D4,12/16/2022,19.04,-9999,17.09,0,1.95,11.41018139
EC_056_INC-D4,12/20/2022,18.45,-9999,17.09,0,1.36,7.957870099
EC_056_INC-D4,12/22/2022,18.16,-9999,17.09,0,1.07,6.260971328
EC_056_INC-D4,12/27/2022,17.66,-9999,17.09,0,0.57,3.335283792
EC_057_INC-D4,2/9/2023,19.99,-9999,17.06,0,2.93,17.17467761
EC_057_INC-D4,2/10/2023,19.82,-9999,17.06,0,2.76,16.17819461
EC_057_INC-D4,2/17/2023,19.06,-9999,17.06,0,2,11.72332943
EC_057_INC-D4,2/21/2023,18.59,-9999,17.06,0,1.53,8.968347011
EC_057_INC-D4,2/24/2023,18.27,-9999,17.06,0,1.21,7.092614302
EC_057_INC-D4,2/28/2023,17.85,-9999,17.06,0,0.79,4.630715123
EC_063_INC-D4,11/17/2022,19.94,-9999,16.57,0,3.37,20.33796017
EC_063_INC-D4,11/18/2022,19.71,-9999,16.57,0,3.14,18.94990947
EC_063_INC-D4,11/23/2022,19.06,-9999,16.57,0,2.49,15.02715751
EC_063_INC-D4,11/29/2022,17.84,-9999,16.57,0,1.27,7.664453832
EC_063_INC-D4,12/2/2022,17.42,-9999,16.57,0,0.85,5.129752565
EC_063_INC-D4,12/6/2022,16.85,-9999,16.57,0,0.28,1.689800845
EC_064_INC-D4,12/15/2022,20,-9999,9,0,11,122.2222222
EC_064_INC-D4,12/16/2022,19.58,-9999,9,0,10.58,117.5555556
EC_064_INC-D4,12/20/2022,19.03,-9999,9,0,10.03,111.4444444
EC_064_INC-D4,12/22/2022,18.9,-9999,9,0,9.9,110
EC_064_INC-D4,12/27/2022,18.27,-9999,9,0,9.27,103
EC_064_INC-D4,12/30/2022,17.89,-9999,9,0,8.89,98.77777778
EC_064_INC-D4,1/3/2023,17.51,-9999,9,0,8.51,94.55555556
EC_065_INC-D4,5/4/2023,20.01,-9999,14.87,0,5.14,34.56624075
EC_065_INC-D4,5/5/2023,19.85,-9999,14.87,0,4.98,33.49024882
EC_065_INC-D4,5/9/2023,19.35,-9999,14.87,0,4.48,30.12777404
EC_065_INC-D4,5/12/2023,19.03,-9999,14.87,0,4.16,27.97579018
EC_065_INC-D4,5/16/2023,18.75,-9999,14.87,0,3.88,26.0928043
EC_065_INC-D4,5/19/2023,18.61,-9999,14.87,0,3.74,25.15131137
EC_065_INC-D4,5/23/2023,18.3,-9999,14.87,0,3.43,23.066577
EC_066_INC-D4,12/1/2022,20.06,-9999,15.84,0,4.22,26.64141414
EC_066_INC-D4,12/2/2022,19.92,-9999,15.84,0,4.08,25.75757576
EC_066_INC-D4,12/6/2022,19.47,-9999,15.84,0,3.63,22.91666667
EC_066_INC-D4,12/13/2022,18.61,-9999,15.84,0,2.77,17.48737374
EC_066_INC-D4,12/16/2022,18.21,-9999,15.84,0,2.37,14.96212121
EC_066_INC-D4,12/20/2022,17.6,-9999,15.84,0,1.76,11.11111111
EC_068_INC-D4,3/9/2023,20.07,-9999,8.34,0,11.73,140.647482
EC_068_INC-D4,3/10/2023,19.8,-9999,8.34,0,11.46,137.4100719
EC_068_INC-D4,3/14/2023,18.66,-9999,8.34,0,10.32,123.7410072
EC_068_INC-D4,3/17/2023,17.87,-9999,8.34,0,9.53,114.2685851
EC_068_INC-D4,3/21/2023,16.35,-9999,8.34,0,8.01,96.04316547
EC_068_INC-D4,3/24/2023,15.59,-9999,8.34,0,7.25,86.93045564
EC_068_INC-D4,3/28/2023,14.71,-9999,8.34,0,6.37,76.37889688
EC_069_INC-D4,1/26/2023,19.97,-9999,15.85,0,4.12,25.99369085
EC_069_INC-D4,1/27/2023,19.83,-9999,15.85,0,3.98,25.11041009
EC_069_INC-D4,1/31/2023,19.34,-9999,15.85,0,3.49,22.01892744
EC_069_INC-D4,2/3/2023,19.03,-9999,15.85,0,3.18,20.06309148
EC_069_INC-D4,2/7/2023,18.54,-9999,15.85,0,2.69,16.97160883
EC_069_INC-D4,2/10/2023,18.19,-9999,15.85,0,2.34,14.76340694
EC_070_INC-D4,1/12/2023,20,-9999,14.68,0,5.32,36.23978202
EC_070_INC-D4,1/20/2023,19.08,-9999,14.68,0,4.4,29.97275204
EC_070_INC-D4,1/27/2023,18.41,-9999,14.68,0,3.73,25.40871935
EC_070_INC-D4,1/31/2023,17.9,-9999,14.68,0,3.22,21.9346049
EC_071_INC-D4,4/6/2023,19.99,-9999,10.53,0,9.46,89.83855651
EC_071_INC-D4,4/7/2023,19.61,-9999,10.53,0,9.08,86.22981956
EC_071_INC-D4,4/11/2023,18.65,-9999,10.53,0,8.12,77.11301045
EC_071_INC-D4,4/14/2023,18.12,-9999,10.53,0,7.59,72.07977208
EC_071_INC-D4,4/18/2023,17.6,-9999,10.53,0,7.07,67.14150047
EC_071_INC-D4,4/21/2023,17.24,-9999,10.53,0,6.71,63.72269706
EC_071_INC-D4,4/25/2023,16.85,-9999,10.53,0,6.32,60.01899335
EC_072_INC-D4,1/19/2023,20.13,-9999,10.04,0,10.09,100.498008
EC_072_INC-D4,1/20/2023,19.81,-9999,10.04,0,9.77,97.31075697
EC_072_INC-D4,1/27/2023,17.77,-9999,10.04,0,7.73,76.99203187
EC_072_INC-D4,1/31/2023,16.68,-9999,10.04,0,6.64,66.13545817
EC_072_INC-D4,2/3/2023,16.11,-9999,10.04,0,6.07,60.45816733
EC_072_INC-D4,2/7/2023,15.69,-9999,10.04,0,5.65,56.2749004
EC_073_INC-D4,2/16/2023,20.05,-9999,10.9,0,9.15,83.94495413
EC_073_INC-D4,2/17/2023,19.86,-9999,10.9,0,8.96,82.20183486
EC_073_INC-D4,2/21/2023,19.5,-9999,10.9,0,8.6,78.89908257
EC_073_INC-D4,2/24/2023,19.12,-9999,10.9,0,8.22,75.41284404
EC_073_INC-D4,2/28/2023,18.71,-9999,10.9,0,7.81,71.65137615
EC_073_INC-D4,3/3/2023,18.46,-9999,10.9,0,7.56,69.35779817
EC_073_INC-D4,3/7/2023,18.04,-9999,10.9,0,7.14,65.50458716
EC_074_INC-D4,1/12/2023,19.99,-9999,16.72,0,3.27,19.55741627
EC_074_INC-D4,1/20/2023,19.25,-9999,16.72,0,2.53,15.13157895
EC_074_INC-D4,1/27/2023,18.45,-9999,16.72,0,1.73,10.34688995
EC_074_INC-D4,1/31/2023,17.91,-9999,16.72,0,1.19,7.11722488
EC_075_INC-D4,3/9/2023,19.96,-9999,14.67,0,5.29,36.05998637
EC_075_INC-D4,3/10/2023,19.75,-9999,14.67,0,5.08,34.62849352
EC_075_INC-D4,3/14/2023,17.8,-9999,14.67,0,3.13,21.33605999
EC_075_INC-D4,3/17/2023,18.18,-9999,14.67,0,3.51,23.92638037
EC_075_INC-D4,3/21/2023,17.32,-9999,14.67,0,2.65,18.06407635
EC_075_INC-D4,3/24/2023,16.78,-9999,14.67,0,2.11,14.38309475
EC_075_INC-D4,3/28/2023,16.41,-9999,14.67,0,1.74,11.8609407
EC_076_INC-D4,3/2/2023,20.06,-9999,15.57,0,4.49,28.83750803
EC_076_INC-D4,3/3/2023,19.84,-9999,15.57,0,4.27,27.42453436
EC_076_INC-D4,3/7/2023,18.93,-9999,15.57,0,3.36,21.57996146
EC_076_INC-D4,3/10/2023,18.29,-9999,15.57,0,2.72,17.46949261
EC_076_INC-D4,3/14/2023,17.58,-9999,15.57,0,2.01,12.90944123
EC_076_INC-D4,3/17/2023,17.2,-9999,15.57,0,1.63,10.46885035
